Line,Sex,value,trait.column,Injection.date,trait.column.sex
386,Male,19,Mortality,4/3/17,Male_Mortality
386,Male,9,Mortality,4/7/17,Male_Mortality
386,Male,5,Mortality,4/7/17,Male_Mortality
390,Male,15,Mortality,4/4/17,Male_Mortality
390,Male,13,Mortality,4/4/17,Male_Mortality
390,Male,23,Mortality,4/2/17,Male_Mortality
392,Male,25,Mortality,4/3/17,Male_Mortality
392,Male,31,Mortality,4/7/17,Male_Mortality
392,Male,13,Mortality,4/3/17,Male_Mortality
397,Male,19,Mortality,4/3/17,Male_Mortality
397,Male,19,Mortality,4/3/17,Male_Mortality
397,Male,23,Mortality,4/7/17,Male_Mortality
399,Male,17,Mortality,4/2/17,Male_Mortality
399,Male,15,Mortality,4/7/17,Male_Mortality
405,Male,15,Mortality,4/3/17,Male_Mortality
405,Male,9,Mortality,4/4/17,Male_Mortality
405,Male,21,Mortality,4/7/17,Male_Mortality
406,Male,29,Mortality,4/3/17,Male_Mortality
406,Male,25,Mortality,4/7/17,Male_Mortality
406,Male,13,Mortality,4/7/17,Male_Mortality
409,Male,15,Mortality,4/3/17,Male_Mortality
409,Male,13,Mortality,4/4/17,Male_Mortality
409,Male,15,Mortality,4/7/17,Male_Mortality
426,Male,17,Mortality,4/3/17,Male_Mortality
426,Male,21,Mortality,4/3/17,Male_Mortality
426,Male,11,Mortality,4/4/17,Male_Mortality
427,Male,19,Mortality,4/3/17,Male_Mortality
427,Male,13,Mortality,4/4/17,Male_Mortality
427,Male,5,Mortality,4/7/17,Male_Mortality
437,Male,21,Mortality,4/4/17,Male_Mortality
437,Male,13,Mortality,4/2/17,Male_Mortality
437,Male,29,Mortality,4/7/17,Male_Mortality
439,Male,23,Mortality,4/4/17,Male_Mortality
439,Male,19,Mortality,4/2/17,Male_Mortality
439,Male,17,Mortality,4/5/17,Male_Mortality
441,Male,19,Mortality,4/3/17,Male_Mortality
441,Male,19,Mortality,4/4/17,Male_Mortality
441,Male,21,Mortality,4/7/17,Male_Mortality
443,Male,19,Mortality,4/2/17,Male_Mortality
443,Male,19,Mortality,4/3/17,Male_Mortality
443,Male,17,Mortality,4/5/17,Male_Mortality
486,Male,17,Mortality,4/3/17,Male_Mortality
486,Male,23,Mortality,4/4/17,Male_Mortality
486,Male,23,Mortality,4/5/17,Male_Mortality
491,Male,13,Mortality,4/4/17,Male_Mortality
491,Male,17,Mortality,4/4/17,Male_Mortality
491,Male,17,Mortality,4/2/17,Male_Mortality
492,Male,27,Mortality,4/3/17,Male_Mortality
492,Male,29,Mortality,4/4/17,Male_Mortality
502,Male,19,Mortality,4/4/17,Male_Mortality
502,Male,17,Mortality,4/7/17,Male_Mortality
502,Male,19,Mortality,4/7/17,Male_Mortality
508,Male,21,Mortality,4/4/17,Male_Mortality
508,Male,21,Mortality,4/7/17,Male_Mortality
508,Male,23,Mortality,4/2/17,Male_Mortality
509,Male,19,Mortality,4/3/17,Male_Mortality
509,Male,25,Mortality,4/4/17,Male_Mortality
509,Male,19,Mortality,4/7/17,Male_Mortality
517,Male,23,Mortality,4/4/17,Male_Mortality
517,Male,15,Mortality,4/7/17,Male_Mortality
517,Male,23,Mortality,4/3/17,Male_Mortality
528,Male,15,Mortality,4/4/17,Male_Mortality
528,Male,13,Mortality,4/5/17,Male_Mortality
528,Male,9,Mortality,4/2/17,Male_Mortality
535,Male,19,Mortality,4/2/17,Male_Mortality
535,Male,21,Mortality,4/4/17,Male_Mortality
535,Male,19,Mortality,4/5/17,Male_Mortality
555,Male,21,Mortality,4/4/17,Male_Mortality
555,Male,21,Mortality,4/4/17,Male_Mortality
555,Male,21,Mortality,4/2/17,Male_Mortality
559,Male,19,Mortality,4/3/17,Male_Mortality
559,Male,19,Mortality,4/2/17,Male_Mortality
559,Male,21,Mortality,4/5/17,Male_Mortality
563,Male,21,Mortality,4/4/17,Male_Mortality
563,Male,13,Mortality,4/5/17,Male_Mortality
563,Male,21,Mortality,4/2/17,Male_Mortality
566,Male,21,Mortality,4/4/17,Male_Mortality
566,Male,17,Mortality,4/5/17,Male_Mortality
566,Male,15,Mortality,4/2/17,Male_Mortality
575,Male,21,Mortality,4/4/17,Male_Mortality
575,Male,21,Mortality,4/2/17,Male_Mortality
575,Male,5,Mortality,4/7/17,Male_Mortality
584,Male,25,Mortality,4/4/17,Male_Mortality
584,Male,19,Mortality,4/7/17,Male_Mortality
584,Male,29,Mortality,4/2/17,Male_Mortality
589,Male,11,Mortality,4/3/17,Male_Mortality
589,Male,17,Mortality,4/4/17,Male_Mortality
589,Male,15,Mortality,4/2/17,Male_Mortality
627,Male,21,Mortality,4/2/17,Male_Mortality
627,Male,19,Mortality,4/4/17,Male_Mortality
627,Male,17,Mortality,4/4/17,Male_Mortality
634,Male,21,Mortality,4/2/17,Male_Mortality
634,Male,23,Mortality,4/4/17,Male_Mortality
634,Male,15,Mortality,4/7/17,Male_Mortality
703,Male,19,Mortality,4/4/17,Male_Mortality
703,Male,17,Mortality,4/4/17,Male_Mortality
703,Male,9,Mortality,4/2/17,Male_Mortality
712,Male,29,Mortality,4/3/17,Male_Mortality
712,Male,7,Mortality,4/4/17,Male_Mortality
712,Male,21,Mortality,4/4/17,Male_Mortality
716,Male,21,Mortality,4/2/17,Male_Mortality
716,Male,21,Mortality,4/4/17,Male_Mortality
716,Male,21,Mortality,4/7/17,Male_Mortality
730,Male,17,Mortality,4/3/17,Male_Mortality
730,Male,15,Mortality,4/5/17,Male_Mortality
730,Male,17,Mortality,4/7/17,Male_Mortality
732,Male,17,Mortality,4/4/17,Male_Mortality
732,Male,21,Mortality,4/4/17,Male_Mortality
732,Male,23,Mortality,4/2/17,Male_Mortality
738,Male,19,Mortality,4/3/17,Male_Mortality
738,Male,19,Mortality,4/4/17,Male_Mortality
738,Male,9,Mortality,4/7/17,Male_Mortality
765,Male,17,Mortality,4/3/17,Male_Mortality
765,Male,13,Mortality,4/4/17,Male_Mortality
765,Male,25,Mortality,4/5/17,Male_Mortality
774,Male,25,Mortality,4/7/17,Male_Mortality
774,Male,19,Mortality,4/7/17,Male_Mortality
774,Male,25,Mortality,4/7/17,Male_Mortality
776,Male,13,Mortality,4/2/17,Male_Mortality
776,Male,15,Mortality,4/7/17,Male_Mortality
776,Male,9,Mortality,4/7/17,Male_Mortality
783,Male,19,Mortality,4/7/17,Male_Mortality
783,Male,19,Mortality,4/7/17,Male_Mortality
783,Male,17,Mortality,4/7/17,Male_Mortality
786,Male,23,Mortality,4/4/17,Male_Mortality
786,Male,13,Mortality,4/5/17,Male_Mortality
786,Male,9,Mortality,4/2/17,Male_Mortality
790,Male,23,Mortality,4/3/17,Male_Mortality
790,Male,17,Mortality,4/4/17,Male_Mortality
790,Male,15,Mortality,4/7/17,Male_Mortality
796,Male,23,Mortality,4/3/17,Male_Mortality
796,Male,13,Mortality,4/2/17,Male_Mortality
796,Male,13,Mortality,4/4/17,Male_Mortality
801,Male,31,Mortality,4/3/17,Male_Mortality
801,Male,29,Mortality,4/4/17,Male_Mortality
801,Male,23,Mortality,4/7/17,Male_Mortality
802,Male,19,Mortality,4/3/17,Male_Mortality
802,Male,27,Mortality,4/2/17,Male_Mortality
802,Male,19,Mortality,4/7/17,Male_Mortality
805,Male,27,Mortality,4/2/17,Male_Mortality
805,Male,15,Mortality,4/4/17,Male_Mortality
805,Male,25,Mortality,4/7/17,Male_Mortality
808,Male,27,Mortality,4/3/17,Male_Mortality
808,Male,25,Mortality,4/2/17,Male_Mortality
808,Male,23,Mortality,4/5/17,Male_Mortality
818,Male,13,Mortality,4/3/17,Male_Mortality
818,Male,27,Mortality,4/3/17,Male_Mortality
818,Male,25,Mortality,4/4/17,Male_Mortality
820,Male,25,Mortality,4/2/17,Male_Mortality
820,Male,11,Mortality,4/4/17,Male_Mortality
820,Male,23,Mortality,4/5/17,Male_Mortality
821,Male,11,Mortality,4/2/17,Male_Mortality
821,Male,23,Mortality,4/3/17,Male_Mortality
821,Male,21,Mortality,4/5/17,Male_Mortality
822,Male,15,Mortality,4/3/17,Male_Mortality
822,Male,15,Mortality,4/3/17,Male_Mortality
822,Male,15,Mortality,4/7/17,Male_Mortality
832,Male,19,Mortality,4/3/17,Male_Mortality
832,Male,17,Mortality,4/4/17,Male_Mortality
832,Male,13,Mortality,4/5/17,Male_Mortality
843,Male,25,Mortality,4/4/17,Male_Mortality
843,Male,21,Mortality,4/5/17,Male_Mortality
843,Male,17,Mortality,4/7/17,Male_Mortality
852,Male,19,Mortality,4/4/17,Male_Mortality
852,Male,19,Mortality,4/2/17,Male_Mortality
852,Male,13,Mortality,4/4/17,Male_Mortality
853,Male,25,Mortality,4/2/17,Male_Mortality
853,Male,15,Mortality,4/3/17,Male_Mortality
853,Male,23,Mortality,4/5/17,Male_Mortality
855,Male,13,Mortality,4/3/17,Male_Mortality
855,Male,21,Mortality,4/4/17,Male_Mortality
855,Male,17,Mortality,4/5/17,Male_Mortality
859,Male,19,Mortality,4/4/17,Male_Mortality
859,Male,7,Mortality,4/7/17,Male_Mortality
859,Male,25,Mortality,4/2/17,Male_Mortality
879,Male,25,Mortality,4/2/17,Male_Mortality
879,Male,21,Mortality,4/3/17,Male_Mortality
879,Male,21,Mortality,4/7/17,Male_Mortality
897,Male,27,Mortality,4/4/17,Male_Mortality
897,Male,21,Mortality,4/7/17,Male_Mortality
897,Male,23,Mortality,4/2/17,Male_Mortality
913,Male,19,Mortality,4/4/17,Male_Mortality
913,Male,15,Mortality,4/5/17,Male_Mortality
21,Female,2.50111441,titre,2-May,Female_titre
21,Female,2.25631366,titre,2-Jul,Female_titre
21,Female,1.91027167,titre,2-Jun,Female_titre
21,Female,1.17566875,titre,2-Aug,Female_titre
21,Female,1.90130373,titre,2-Jul,Female_titre
28,Female,1.83888178,titre,2-May,Female_titre
28,Female,2.49157287,titre,2-Jul,Female_titre
28,Female,2.27943459,titre,2-Jul,Female_titre
28,Female,1.76431472,titre,2-Aug,Female_titre
31,Female,1.75394149,titre,2-May,Female_titre
31,Female,2.60030098,titre,2-Jun,Female_titre
31,Female,1.528829,titre,2-Jul,Female_titre
31,Female,1.65973067,titre,2-Sep,Female_titre
32,Female,3.57385042,titre,2-May,Female_titre
32,Female,1.97978375,titre,2-Jun,Female_titre
32,Female,2.23450901,titre,2-Jul,Female_titre
32,Female,1.50297962,titre,2-Jul,Female_titre
32,Female,0.58576852,titre,2-Aug,Female_titre
48,Female,2.68101711,titre,2-May,Female_titre
48,Female,2.25769511,titre,2-Jul,Female_titre
48,Female,2.30222681,titre,2-Jun,Female_titre
48,Female,1.8432047,titre,2-Jul,Female_titre
48,Female,1.0368691,titre,2-Aug,Female_titre
49,Female,2.46568789,titre,2-May,Female_titre
49,Female,1.38491379,titre,2-Jul,Female_titre
49,Female,1.81559635,titre,2-Jul,Female_titre
49,Female,0.814022,titre,2-Aug,Female_titre
57,Female,1.81022442,titre,2-May,Female_titre
57,Female,2.22355731,titre,2-Jul,Female_titre
57,Female,1.22588099,titre,2-Jun,Female_titre
57,Female,1.69510408,titre,2-Aug,Female_titre
57,Female,1.39141712,titre,2-Aug,Female_titre
59,Female,2.77589598,titre,2-Sep,Female_titre
59,Female,2.21166569,titre,2-Sep,Female_titre
59,Female,2.25710774,titre,2-Sep,Female_titre
59,Female,1.29441124,titre,2-Sep,Female_titre
59,Female,1.46847263,titre,2-Sep,Female_titre
75,Female,1.81077534,titre,2-Jul,Female_titre
75,Female,1.90107664,titre,2-Jul,Female_titre
75,Female,2.14753875,titre,2-Aug,Female_titre
83,Female,2.94992205,titre,2-May,Female_titre
83,Female,2.0517771,titre,2-Jun,Female_titre
83,Female,0.98204973,titre,2-Aug,Female_titre
83,Female,0.81623657,titre,2-Jul,Female_titre
83,Female,1.33670971,titre,2-Jul,Female_titre
91,Female,3.09304835,titre,2-May,Female_titre
91,Female,2.58627346,titre,2-Jun,Female_titre
91,Female,2.80833337,titre,2-Jul,Female_titre
91,Female,1.39795748,titre,2-Jul,Female_titre
91,Female,2.344198,titre,2-Sep,Female_titre
93,Female,2.56211213,titre,2-May,Female_titre
93,Female,2.22768272,titre,2-Jun,Female_titre
93,Female,2.46117262,titre,2-Jul,Female_titre
93,Female,2.2850893,titre,2-Jul,Female_titre
93,Female,1.16665372,titre,2-Aug,Female_titre
101,Female,3.23239031,titre,2-May,Female_titre
101,Female,2.770543,titre,2-Jun,Female_titre
101,Female,1.66381071,titre,2-Jul,Female_titre
101,Female,3.54162547,titre,2-Jul,Female_titre
101,Female,2.13425707,titre,2-Aug,Female_titre
129,Female,2.55034884,titre,2-May,Female_titre
129,Female,2.32796251,titre,2-Jun,Female_titre
129,Female,2.07273197,titre,2-Jul,Female_titre
129,Female,1.38589935,titre,2-Aug,Female_titre
129,Female,1.11872467,titre,2-Jul,Female_titre
138,Female,2.18262135,titre,2-May,Female_titre
138,Female,1.39022916,titre,2-Jun,Female_titre
138,Female,1.24449728,titre,2-Jul,Female_titre
138,Female,1.51091837,titre,2-Jul,Female_titre
138,Female,0.62631921,titre,2-Aug,Female_titre
142,Female,2.9322385,titre,2-May,Female_titre
142,Female,2.4710133,titre,2-Jul,Female_titre
142,Female,2.25782573,titre,2-Jul,Female_titre
142,Female,1.29511144,titre,2-Sep,Female_titre
149,Female,1.71527637,titre,2-May,Female_titre
149,Female,1.58000039,titre,2-Jul,Female_titre
149,Female,1.71233518,titre,2-Jun,Female_titre
149,Female,2.22077403,titre,2-Sep,Female_titre
153,Female,2.93996826,titre,2-May,Female_titre
153,Female,2.22600499,titre,2-Jul,Female_titre
153,Female,2.38608278,titre,2-Jun,Female_titre
153,Female,1.97768172,titre,2-Jul,Female_titre
153,Female,0.9437515,titre,2-Aug,Female_titre
189,Female,2.67782817,titre,2-Jun,Female_titre
189,Female,2.90781392,titre,2-Jul,Female_titre
189,Female,1.57405171,titre,2-Jul,Female_titre
189,Female,1.52560246,titre,2-Sep,Female_titre
195,Female,2.83704844,titre,2-Jul,Female_titre
195,Female,1.62661087,titre,2-Aug,Female_titre
195,Female,1.72891489,titre,2-Jul,Female_titre
208,Female,1.11809509,titre,2-Sep,Female_titre
208,Female,1.03674451,titre,2-Sep,Female_titre
208,Female,1.98900318,titre,2-Sep,Female_titre
208,Female,2.66653111,titre,2-Sep,Female_titre
208,Female,2.62197041,titre,2-Sep,Female_titre
217,Female,3.12229596,titre,2-May,Female_titre
217,Female,2.47628446,titre,2-Jul,Female_titre
217,Female,2.18177186,titre,2-Jun,Female_titre
217,Female,1.1567671,titre,2-Jul,Female_titre
217,Female,1.28947941,titre,2-Aug,Female_titre
228,Female,2.57340805,titre,2-May,Female_titre
228,Female,1.89866743,titre,2-Jun,Female_titre
228,Female,2.37081964,titre,2-Jul,Female_titre
228,Female,2.13649116,titre,2-Aug,Female_titre
228,Female,1.67597104,titre,2-Sep,Female_titre
235,Female,2.16422238,titre,2-Sep,Female_titre
235,Female,2.46935022,titre,2-Sep,Female_titre
235,Female,2.20240865,titre,2-Sep,Female_titre
235,Female,2.59561347,titre,2-Sep,Female_titre
235,Female,2.30967809,titre,2-Sep,Female_titre
237,Female,3.58780704,titre,2-May,Female_titre
237,Female,2.49690546,titre,2-Jul,Female_titre
237,Female,2.1565667,titre,2-Jul,Female_titre
237,Female,1.534815,titre,2-Aug,Female_titre
239,Female,3.2863846,titre,2-May,Female_titre
239,Female,2.06299062,titre,2-Jun,Female_titre
239,Female,2.16554412,titre,2-Jul,Female_titre
239,Female,1.03874089,titre,2-Jul,Female_titre
239,Female,0.90150298,titre,2-Aug,Female_titre
280,Female,1.93176972,titre,2-Sep,Female_titre
280,Female,1.58931743,titre,2-Sep,Female_titre
280,Female,1.47513959,titre,2-Sep,Female_titre
280,Female,1.81368695,titre,2-Sep,Female_titre
280,Female,1.22318871,titre,2-Sep,Female_titre
287,Female,1.30192396,titre,2-May,Female_titre
287,Female,1.90979597,titre,2-Jun,Female_titre
287,Female,2.5069029,titre,2-Jul,Female_titre
287,Female,1.41407613,titre,2-Aug,Female_titre
287,Female,1.762368,titre,2-Jul,Female_titre
301,Female,3.20408463,titre,2-May,Female_titre
301,Female,2.45362459,titre,2-Jul,Female_titre
301,Female,0.11228825,titre,2-Jun,Female_titre
301,Female,2.13811577,titre,2-Jul,Female_titre
303,Female,1.85465449,titre,2-Jul,Female_titre
303,Female,1.10476317,titre,2-Jun,Female_titre
303,Female,1.35936355,titre,2-Jul,Female_titre
303,Female,1.53662421,titre,2-Sep,Female_titre
304,Female,3.60687319,titre,2-May,Female_titre
304,Female,2.60803246,titre,2-Jun,Female_titre
304,Female,2.32505951,titre,2-Jul,Female_titre
304,Female,1.43948311,titre,2-Jul,Female_titre
304,Female,1.0663125,titre,2-Sep,Female_titre
306,Female,1.54330725,titre,2-May,Female_titre
306,Female,2.24875645,titre,2-Jun,Female_titre
306,Female,1.06154574,titre,2-Jul,Female_titre
306,Female,1.45194201,titre,2-Sep,Female_titre
306,Female,1.74519661,titre,2-Aug,Female_titre
309,Female,2.00035221,titre,2-May,Female_titre
309,Female,2.10796673,titre,2-Jun,Female_titre
309,Female,1.94740118,titre,2-Jul,Female_titre
309,Female,1.09521761,titre,2-Aug,Female_titre
309,Female,2.17557887,titre,2-Jul,Female_titre
310,Female,2.7444539,titre,2-May,Female_titre
310,Female,2.71984702,titre,2-Jun,Female_titre
310,Female,2.08152652,titre,2-Jul,Female_titre
310,Female,1.74008794,titre,2-Sep,Female_titre
313,Female,1.49947805,titre,2-May,Female_titre
313,Female,2.17815029,titre,2-Jul,Female_titre
313,Female,2.14843675,titre,2-Jun,Female_titre
313,Female,1.60064177,titre,2-Jul,Female_titre
313,Female,1.10426077,titre,2-Aug,Female_titre
317,Female,2.00099126,titre,2-May,Female_titre
317,Female,1.26722921,titre,2-Jun,Female_titre
317,Female,1.85176384,titre,2-Jul,Female_titre
317,Female,0.55433534,titre,2-Aug,Female_titre
317,Female,2.35985186,titre,2-Jul,Female_titre
321,Female,2.50031029,titre,2-May,Female_titre
321,Female,1.8076421,titre,2-Jul,Female_titre
321,Female,1.21580002,titre,2-Aug,Female_titre
321,Female,0.50865071,titre,2-Sep,Female_titre
324,Female,3.42341495,titre,2-May,Female_titre
324,Female,1.91602112,titre,2-Jul,Female_titre
324,Female,2.22621571,titre,2-Jul,Female_titre
324,Female,-0.2488156,titre,2-Aug,Female_titre
336,Female,2.41448147,titre,2-May,Female_titre
336,Female,2.01043663,titre,2-Jun,Female_titre
336,Female,1.13244013,titre,2-Jul,Female_titre
336,Female,1.77863191,titre,2-Jul,Female_titre
336,Female,2.10830922,titre,2-Aug,Female_titre
340,Female,2.76288157,titre,2-May,Female_titre
340,Female,1.95015806,titre,2-Jun,Female_titre
340,Female,0.63499204,titre,2-Aug,Female_titre
340,Female,2.48611883,titre,2-Jul,Female_titre
340,Female,1.23738218,titre,2-Jul,Female_titre
348,Female,2.65797024,titre,2-May,Female_titre
348,Female,2.01462835,titre,2-Jul,Female_titre
348,Female,1.86537021,titre,2-Jun,Female_titre
348,Female,1.10332258,titre,2-Jul,Female_titre
348,Female,0.88862896,titre,2-Aug,Female_titre
350,Female,1.78728321,titre,2-May,Female_titre
350,Female,1.53399164,titre,2-Aug,Female_titre
350,Female,1.71357855,titre,2-Jul,Female_titre
352,Female,2.35583095,titre,2-May,Female_titre
352,Female,3.63672195,titre,2-May,Female_titre
352,Female,2.76417001,titre,2-Jul,Female_titre
352,Female,2.34664253,titre,2-Jun,Female_titre
352,Female,2.61757744,titre,2-Jul,Female_titre
352,Female,1.02727072,titre,2-Jul,Female_titre
352,Female,0.78636484,titre,2-Jul,Female_titre
352,Female,1.76434946,titre,2-Aug,Female_titre
352,Female,0.85078605,titre,2-Aug,Female_titre
354,Female,1.57683241,titre,2-May,Female_titre
354,Female,1.78084074,titre,2-Jul,Female_titre
354,Female,1.57334032,titre,2-Jun,Female_titre
354,Female,1.24527356,titre,2-Aug,Female_titre
354,Female,1.85365486,titre,2-Jul,Female_titre
358,Female,1.8201452,titre,2-May,Female_titre
358,Female,2.35464242,titre,2-Jul,Female_titre
358,Female,2.62839249,titre,2-Jun,Female_titre
358,Female,0.86308935,titre,2-Aug,Female_titre
358,Female,1.54218159,titre,2-Jul,Female_titre
360,Female,2.82430418,titre,2-Sep,Female_titre
360,Female,3.05648297,titre,2-Sep,Female_titre
360,Female,2.87688888,titre,2-Sep,Female_titre
360,Female,2.12158487,titre,2-Sep,Female_titre
360,Female,2.23334718,titre,2-Sep,Female_titre
361,Female,2.60061821,titre,2-May,Female_titre
361,Female,2.24769739,titre,2-Jun,Female_titre
361,Female,2.3052211,titre,2-Jul,Female_titre
361,Female,2.40920543,titre,2-Jul,Female_titre
361,Female,1.62591325,titre,2-Sep,Female_titre
365,Female,2.58297457,titre,2-Jun,Female_titre
365,Female,0.90838411,titre,2-Aug,Female_titre
365,Female,2.24351715,titre,2-Jul,Female_titre
365,Female,1.82695169,titre,2-Jul,Female_titre
370,Female,3.71147188,titre,2-May,Female_titre
370,Female,2.57280316,titre,2-Jul,Female_titre
370,Female,2.31122777,titre,2-Jun,Female_titre
370,Female,2.49038721,titre,2-Sep,Female_titre
370,Female,2.80330164,titre,2-Sep,Female_titre
371,Female,3.33250301,titre,2-May,Female_titre
371,Female,1.65499808,titre,2-Jul,Female_titre
371,Female,1.13535433,titre,2-Aug,Female_titre
371,Female,1.51123904,titre,2-Sep,Female_titre
373,Female,2.40194966,titre,2-Jul,Female_titre
373,Female,1.7603696,titre,2-Jun,Female_titre
373,Female,1.50615334,titre,2-Jul,Female_titre
373,Female,1.60626662,titre,2-Aug,Female_titre
375,Female,1.82214015,titre,2-May,Female_titre
375,Female,2.40739737,titre,2-Jul,Female_titre
375,Female,1.92256751,titre,2-Jul,Female_titre
375,Female,1.06856094,titre,2-Aug,Female_titre
377,Female,2.88040007,titre,2-May,Female_titre
377,Female,2.51147386,titre,2-Jun,Female_titre
377,Female,1.86986136,titre,2-Aug,Female_titre
377,Female,2.47725797,titre,2-Jul,Female_titre
377,Female,1.74040402,titre,2-Jul,Female_titre
379,Female,2.39498183,titre,2-Sep,Female_titre
379,Female,2.14978547,titre,2-Sep,Female_titre
379,Female,2.50121948,titre,2-Sep,Female_titre
379,Female,2.48167132,titre,2-Sep,Female_titre
379,Female,2.12521907,titre,2-Sep,Female_titre
380,Female,3.11953707,titre,2-May,Female_titre
380,Female,1.99989087,titre,2-Jul,Female_titre
380,Female,2.62811804,titre,2-Jun,Female_titre
380,Female,1.30227851,titre,2-Sep,Female_titre
381,Female,3.12754185,titre,2-May,Female_titre
381,Female,1.43627494,titre,2-Jul,Female_titre
381,Female,1.59088118,titre,2-Aug,Female_titre
381,Female,2.09967429,titre,2-Jul,Female_titre
382,Female,2.43725905,titre,2-May,Female_titre
382,Female,1.17051214,titre,2-Jul,Female_titre
382,Female,1.42851103,titre,2-Aug,Female_titre
382,Female,1.46884928,titre,2-Jul,Female_titre
386,Female,2.31929571,titre,2-May,Female_titre
386,Female,1.88332247,titre,2-Jun,Female_titre
386,Female,2.35704245,titre,2-Jul,Female_titre
386,Female,1.27639726,titre,2-Aug,Female_titre
386,Female,1.82435961,titre,2-Jul,Female_titre
390,Female,2.53354779,titre,2-May,Female_titre
390,Female,1.99623398,titre,2-Jul,Female_titre
390,Female,1.3629323,titre,2-Jul,Female_titre
390,Female,1.81745838,titre,2-Sep,Female_titre
392,Female,3.08636531,titre,2-May,Female_titre
392,Female,2.17419168,titre,2-Jul,Female_titre
392,Female,1.64949122,titre,2-Jul,Female_titre
392,Female,1.42498046,titre,2-Sep,Female_titre
395,Female,1.64109543,titre,2-Jul,Female_titre
395,Female,1.72515552,titre,2-Jul,Female_titre
395,Female,1.53397183,titre,2-Sep,Female_titre
397,Female,2.40726876,titre,2-May,Female_titre
397,Female,2.11498709,titre,2-Jul,Female_titre
397,Female,1.45932037,titre,2-Aug,Female_titre
397,Female,1.84074151,titre,2-Jul,Female_titre
399,Female,3.76003195,titre,2-May,Female_titre
399,Female,1.3180584,titre,2-Jun,Female_titre
399,Female,1.14430247,titre,2-Jul,Female_titre
399,Female,1.30556677,titre,2-Jul,Female_titre
399,Female,-0.0384797,titre,2-Aug,Female_titre
405,Female,2.87492724,titre,2-May,Female_titre
405,Female,0.42491388,titre,2-Jul,Female_titre
405,Female,1.73814811,titre,2-Jul,Female_titre
405,Female,2.7069107,titre,2-Sep,Female_titre
406,Female,3.72241899,titre,2-May,Female_titre
406,Female,2.34769383,titre,2-Jul,Female_titre
406,Female,1.91233237,titre,2-Jun,Female_titre
406,Female,1.68193867,titre,2-Jul,Female_titre
406,Female,2.10405721,titre,2-Aug,Female_titre
409,Female,1.5226251,titre,2-May,Female_titre
409,Female,2.05113632,titre,2-Jul,Female_titre
409,Female,2.0336256,titre,2-Jun,Female_titre
409,Female,1.64496964,titre,2-Jul,Female_titre
409,Female,1.60714883,titre,2-Sep,Female_titre
426,Female,2.48894375,titre,2-May,Female_titre
426,Female,1.32362411,titre,2-Jun,Female_titre
426,Female,1.46378396,titre,2-Jul,Female_titre
426,Female,0.96286674,titre,2-Jul,Female_titre
426,Female,1.29042105,titre,2-Sep,Female_titre
427,Female,1.99142101,titre,2-Sep,Female_titre
427,Female,2.37488906,titre,2-Sep,Female_titre
427,Female,2.49852462,titre,2-Sep,Female_titre
427,Female,2.09710603,titre,2-Sep,Female_titre
437,Female,1.53839064,titre,2-May,Female_titre
437,Female,2.24096669,titre,2-Jul,Female_titre
437,Female,1.34479286,titre,2-Aug,Female_titre
437,Female,1.24796067,titre,2-Jul,Female_titre
439,Female,2.52734533,titre,2-May,Female_titre
439,Female,2.08524111,titre,2-Jul,Female_titre
439,Female,0.9709608,titre,2-Aug,Female_titre
439,Female,1.32269941,titre,2-Jul,Female_titre
441,Female,2.64272002,titre,2-May,Female_titre
441,Female,1.86043322,titre,2-Jun,Female_titre
441,Female,2.16316562,titre,2-Jul,Female_titre
441,Female,1.40664782,titre,2-Jul,Female_titre
441,Female,1.55995844,titre,2-Aug,Female_titre
443,Female,3.43628983,titre,2-May,Female_titre
443,Female,0.94710637,titre,2-Aug,Female_titre
443,Female,2.42410627,titre,2-Jul,Female_titre
443,Female,2.19761951,titre,2-Jul,Female_titre
486,Female,1.90147598,titre,2-Jun,Female_titre
486,Female,2.21339968,titre,2-Jul,Female_titre
486,Female,1.87092214,titre,2-Jul,Female_titre
486,Female,2.46508673,titre,2-Aug,Female_titre
491,Female,1.03551177,titre,2-May,Female_titre
491,Female,1.63958767,titre,2-Jul,Female_titre
491,Female,0.73963379,titre,2-Aug,Female_titre
491,Female,1.41673396,titre,2-Jul,Female_titre
502,Female,1.82244533,titre,2-May,Female_titre
502,Female,2.39529762,titre,2-Jun,Female_titre
502,Female,2.4734208,titre,2-Jul,Female_titre
502,Female,2.79618912,titre,2-Jul,Female_titre
502,Female,1.43837841,titre,2-Aug,Female_titre
508,Female,1.685181,titre,2-May,Female_titre
508,Female,3.20651193,titre,2-Jul,Female_titre
508,Female,2.22457761,titre,2-Jun,Female_titre
508,Female,1.2926962,titre,2-Aug,Female_titre
508,Female,2.21106798,titre,2-Jul,Female_titre
509,Female,2.25517365,titre,2-May,Female_titre
509,Female,1.9229367,titre,2-Jun,Female_titre
509,Female,2.30590838,titre,2-Jul,Female_titre
509,Female,1.29488895,titre,2-Jul,Female_titre
509,Female,1.97213438,titre,2-Aug,Female_titre
517,Female,1.80050029,titre,2-Jul,Female_titre
517,Female,0.99078916,titre,2-Aug,Female_titre
517,Female,1.19683292,titre,2-Jul,Female_titre
528,Female,1.05259962,titre,2-May,Female_titre
528,Female,-0.1095543,titre,2-Aug,Female_titre
528,Female,1.19437203,titre,2-Jul,Female_titre
528,Female,1.44691516,titre,2-Jul,Female_titre
